dataset	line	lemma_id	source_nodes	candidate_nodes	source	candidate
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_4	12	1	v2 & ~ ((v2) + (v3) + (-0x1) * (v2 & v3))	0x0
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_5	4	1	v3 & ~ v3	0x0
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_6	3	2	v2 | v2	v2
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_7	10	10	(-0x1) + (-0x2) * (v2) | (-0x1) * v3 + (-0x1)	(-0x1) + (-0x1) * v3 + (v3 & (-0x1) + (-0x2) * v2)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_8	9	6	(-0x1) * v2 + (-0x1) | (-0x1) * v3 + (-0x1)	(-0x1) + (-0x1) * (v2 & v3)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_9	3	2	0x0 + v3	v3
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_10	11	9	0x0 + ((v2) + (v3) + (-0x1) * (v2 & v3))	(v2) + (v3) + (-0x1) * (v2 & v3)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_11	5	5	(-0x2) * (v2) + (-0x1)	(-0x1) + (-0x2) * (v2)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_12	12	11	(-0x1) * ((v2) + (v3) + (-0x1) * (v2 & v3)) + (-0x1)	(-0x1) + (-0x1) * (v2) + (-0x1) * (v3) + (v2 & v3)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_13	5	3	(v2) + (v2)	0x2 * (v2)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_14	14	11	(v2 + (-0x1) + (v2 & v3) + (v3 & (-0x1) + (-0x2) * v2)) + 0x1	v2 + (v2 & v3) + (v3 & (-0x1) + (-0x2) * v2)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_15	13	10	(v3 + 0x1 + 0x2 * v2 + (v3 & (-0x1) + (-0x2) * v2)) + (-0x1)	v3 + 0x2 * v2 + (v3 & (-0x1) + (-0x2) * v2)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_16	22	12	(v3 + 0x2 * v2 + (v3 & (-0x1) + (-0x2) * v2)) + ((-0x1) + (-0x1) * (v2) + (-0x1) * (v3) + (v2 & v3))	v2 + (-0x1) + (v2 & v3) + (v3 & (-0x1) + (-0x2) * v2)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_17	12	9	(0x1 + (v2) + (v3) + (-0x1) * (v2 & v3)) + (-0x1)	(v2) + (v3) + (-0x1) * (v2 & v3)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_18	14	11	(0x2 * v2 + (v3 & (-0x1) + (-0x2) * v2)) + (-0x1) * ~ (v3)	v3 + 0x1 + 0x2 * v2 + (v3 & (-0x1) + (-0x2) * v2)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_19	12	9	((v2 + v3) + 0x1) + ((-0x1) + (-0x1) * (v2 & v3))	(v2) + (v3) + (-0x1) * (v2 & v3)
qsynth_ea.csv	25	structured_lemma_qsynth_ea_csv_25_20	18	9	((0x2 * (v2) + v3) + 0x1) + ((-0x1) + (-0x1) * v3 + (v3 & (-0x1) + (-0x2) * v2))	0x2 * v2 + (v3 & (-0x1) + (-0x2) * v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_0	15	15	~ (0x2 * (v1 * v1) + (-0x1) * (v1 * (v1 & v2)) + v1 * v2)	(-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_1	11	11	~ ((v2) + 0x2 * (v1) + (-0x1) * (v2 & v1))	(-0x1) + (-0x2) * (v1) + (-0x1) * (v2) + (v1 & v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_2	2	1	(-0x1) * 0x1	(-0x1)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_3	11	10	(-0x1) * ~ ((v1) + (v2) + (-0x1) * (v1 & v2))	0x1 + (v1) + (v2) + (-0x1) * (v1 & v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_4	12	10	(-0x1) * (((-0x1) * v0 + (-0x1) | v1) + (-0x1) * (v1))	0x1 + (v0) + (v1) + (-0x1) * (v0 & v1)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_5	13	11	(-0x1) + (-0x2) * (v1) + (-0x1) * (v2) + (v1 & v2) & v1	v1 & (-0x1) + (-0x2) * v1 + (-0x1) * v2 + (v1 & v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_6	12	10	(v2) + 0x2 * (v1) + (-0x1) * (v2 & v1) & v1	v1 & v2 + 0x2 * v1 + (-0x1) * (v1 & v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_7	4	1	~ v1 | v1	(-0x1)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_8	9	6	(-0x1) * v2 + (-0x1) | (-0x1) * v1 + (-0x1)	(-0x1) + (-0x1) * (v1 & v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_9	12	11	v1 + (0x1 + (v1) + (v2) + (-0x1) * (v1 & v2))	0x1 + (v2) + 0x2 * (v1) + (-0x1) * (v2 & v1)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_10	5	2	(-0x1) + (-0x1) * ~ v1	v1
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_11	34	33	(-0x1) * (0x2 * (v1 * v1) + (-0x1) * (v1 * (v1 & v2)) + (v2 & (-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)) + v1 * v2) + (-0x1)	(-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v2 & (-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_12	32	31	(v2 & (-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)) + (0x2 * (v1 * v1) + (-0x1) * (v1 * (v1 & v2)) + v1 * v2)	0x2 * (v1 * v1) + (-0x1) * (v1 * (v1 & v2)) + (v2 & (-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)) + v1 * v2
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_13	12	9	(0x1 + (v0) + (v1) + (-0x1) * (v0 & v1)) + (-0x1)	(v0) + (v1) + (-0x1) * (v0 & v1)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_14	13	10	(0x1 + (v2) + 0x2 * (v1) + (-0x1) * (v2 & v1)) + (-0x1)	(v2) + 0x2 * (v1) + (-0x1) * (v2 & v1)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_15	41	38	((-0x1) + 0x2 * (v1 * v1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v1 * (v1 & v2)) + (v0 & v1) + (v2 & (-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)) + v1 * v2) + 0x1	0x2 * (v1 * v1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v1 * (v1 & v2)) + (v0 & v1) + (v2 & (-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)) + v1 * v2
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_16	43	39	(0x2 * (v1 * v1) + (-0x1) * (v1 * (v1 & v2)) + (v2 & (-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)) + v1 * v2) + (((-0x1) * v0 + (-0x1) | v1) + (-0x1) * (v1))	(-0x1) + 0x2 * (v1 * v1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v1 * (v1 & v2)) + (v0 & v1) + (v2 & (-0x1) + (-0x2) * (v1 * v1) + (-0x1) * (v1 * v2) + v1 * (v1 & v2)) + v1 * v2
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_17	12	9	((v2 + v1) + 0x1) + ((-0x1) + (-0x1) * (v1 & v2))	(v1) + (v2) + (-0x1) * (v1 & v2)
qsynth_ea.csv	53	structured_lemma_qsynth_ea_csv_53_18	49	14	(v1 & v2 + 0x2 * v1 + (-0x1) * (v1 & v2)) * ((v2) + 0x2 * (v1) + (-0x1) * (v2 & v1) | v1) + ((v2) + 0x2 * (v1) + (-0x1) * (v2 & v1) & ~ v1) * (v1 & (-0x1) + (-0x2) * v1 + (-0x1) * v2 + (v1 & v2))	0x2 * (v1 * v1) + (-0x1) * (v1 * (v1 & v2)) + v1 * v2
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_0	2	1	(-0x1) * 0x0	0x0
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_1	2	1	(-0x1) * 0x1	(-0x1)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_2	5	4	(-0x1) * ((-0x1) * v0 + (-0x1))	0x1 + (v0)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_3	3	3	v2 & v0	v0 & v2
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_4	3	2	v2 & v2	v2
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_5	4	1	v2 & ~ v2	0x0
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_6	4	1	~ v2 & v2	0x0
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_7	3	2	v2 | v2	v2
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_8	10	5	(-0x1) * v0 + (-0x1) | (-0x1) * (v0) + (-0x1)	(-0x1) + (-0x1) * (v0)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_9	3	1	v2 ^ v2	0x0
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_10	4	3	v0 + (v0)	0x2 * (v0)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_11	5	5	0x2 * (v0) + 0x1	0x1 + 0x2 * (v0)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_12	5	3	0x2 * (v2) + 0x0	0x2 * (v2)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_13	7	4	(v0 & v2) + (v0 & v2)	0x2 * (v0 & v2)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_14	25	25	(0x2 * v2 & v0 + v2 + ((-0x1) + (-0x1) * v0 + (-0x1) * v2 & v2 * v2)) + ~ (((v0) & ~ v2) + v2)	(-0x1) + (-0x1) * v0 + (-0x1) * v2 + (v0 & v2) + (0x2 * v2 & v0 + v2 + ((-0x1) + (-0x1) * v0 + (-0x1) * v2 & v2 * v2))
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_15	24	16	(~ (0x2 * (v2)) | v0 + v2 + ((-0x1) + (-0x1) * v0 + (-0x1) * v2 & v2 * v2)) + (-0x1) * ~ (0x2 * (v2))	0x2 * v2 & v0 + v2 + ((-0x1) + (-0x1) * v0 + (-0x1) * v2 & v2 * v2)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_16	8	5	(v2 ^ v0) + 0x2 * (v0 & v2)	(v0) + (v2)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_17	23	13	(v0 + v2 + 0x1 + v2 * v2) + ((-0x1) * ((v0) + (v2)) + (-0x1) | (-0x1) * (v2 * v2) + (-0x1))	v0 + v2 + ((-0x1) + (-0x1) * v0 + (-0x1) * v2 & v2 * v2)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_18	8	7	(v0 + v2 + v2 * v2) + 0x1	v0 + v2 + 0x1 + v2 * v2
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_19	11	2	(0x1 + 0x2 * (v0)) + ((-0x1) + (-0x1) * (v0))	v0
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_20	6	2	(0x1 + (v0)) + (-0x1)	v0
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_21	27	24	((-0x1) + (-0x1) * v0 + (-0x1) * v2 + (v0 & v2) + (0x2 * v2 & v0 + v2 + ((-0x1) + (-0x1) * v0 + (-0x1) * v2 & v2 * v2))) + 0x1	(-0x1) * v0 + (-0x1) * v2 + (v0 & v2) + (0x2 * v2 & v0 + v2 + ((-0x1) + (-0x1) * v0 + (-0x1) * v2 & v2 * v2))
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_22	9	6	((v0) + (v2)) + v2 * v2	v0 + v2 + v2 * v2
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_23	5	3	v2 * v2 + 0x0	v2 * v2
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_24	3	1	0x0 * 0x0	0x0
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_25	4	3	(v2) * 0x2	0x2 * (v2)
qsynth_ea.csv	77	structured_lemma_qsynth_ea_csv_77_26	5	3	(v2) * (v2)	v2 * v2
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_0	4	4	~ ((-0x1) * (v3))	(-0x1) + (v3)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_1	9	9	~ (v2 + (-0x1) * (v2 & v3 + (-0x1)))	(-0x1) + (-0x1) * v2 + (v2 & v3 + (-0x1))
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_2	4	3	~ (v3 + (-0x1))	(-0x1) * (v3)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_3	2	1	(-0x1) * 0x1	(-0x1)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_4	9	8	(-0x1) * (0x2 * (v4) + (-0x2) * (v4 & v2))	(-0x2) * (v4) + 0x2 * (v2 & v4)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_5	3	2	v3 & v3	v3
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_6	4	1	v3 & ~ v3	0x0
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_7	4	1	~ v3 & v3	0x0
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_8	13	6	(v2 & v3) & (-0x1) + (-0x1) * v2 + (v2 & v3 + (-0x1))	v2 & v3 & v3 + (-0x1)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_9	3	2	v3 | v3	v3
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_10	18	15	(-0x1) * (v2 + (-0x1) + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1))) + (-0x1)	(-0x1) * v2 + (-0x1) * (v2 & v3 & v3 + (-0x1)) + (v2 & v3 + (-0x1))
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_11	15	14	(v2 & v3 & v3 + (-0x1)) + (v2 + (-0x1) * (v2 & v3 + (-0x1)))	v2 + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1))
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_12	9	8	(~ v2 & v4) + (~ v2 & v4)	0x2 * (v4) + (-0x2) * (v4 & v2)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_13	24	23	(v2 + (-0x1) * v4 & v3 * v3) + (v2 + (-0x1) + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1)))	v2 + (-0x1) + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1)) + (v2 + (-0x1) * v4 & v3 * v3)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_14	6	5	(~ v2 | v3) + v2	(-0x1) + (v2 & v3)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_15	17	8	(~ (v3 * v3) | (v2) + (-0x1) * (v4)) + (-0x1) * ~ (v3 * v3)	v2 + (-0x1) * v4 & v3 * v3
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_16	12	8	((-0x1) + (v3) | v2) + (-0x1) * ((-0x1) + (v3))	v2 + (-0x1) * (v2 & v3 + (-0x1))
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_17	12	6	(v2 ^ v4) + ((-0x2) * (v4) + 0x2 * (v2 & v4))	(v2) + (-0x1) * (v4)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_18	25	22	(v2 + (-0x1) + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1)) + (v2 + (-0x1) * v4 & v3 * v3)) + 0x1	v2 + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1)) + (v2 + (-0x1) * v4 & v3 * v3)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_19	16	15	(v2 + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1))) + (-0x1)	v2 + (-0x1) + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1))
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_20	50	38	(v2 + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1)) + (v2 + (-0x1) * v4 & v3 * v3)) + ((-0x1) * (v2 + (-0x1) * v4 & v3 * v3) + (-0x1) | (-0x1) * v2 + (-0x1) * (v2 & v3 & v3 + (-0x1)) + (v2 & v3 + (-0x1)))	v2 + (-0x1) + (-0x1) * (v2 & v3 + (-0x1)) + (v2 & v3 & v3 + (-0x1)) + (v2 + (-0x1) * v4 & (-0x1) * v2 + (-0x1) * (v2 & v3 & v3 + (-0x1)) + (v2 & v3 + (-0x1)) & v3 * v3)
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_21	7	3	((-0x1) + (v2 & v3)) + 0x1	v2 & v3
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_22	5	3	v3 * v3 + 0x0	v3 * v3
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_23	3	1	0x0 * 0x0	0x0
qsynth_ea.csv	125	structured_lemma_qsynth_ea_csv_125_24	5	3	(v3) * (v3)	v3 * v3
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_0	2	1	(-0x1) * 0x1	(-0x1)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_1	15	12	(-0x1) * ~ (v2 + v4 + (-0x1) + (v2 & v4 & (-0x1) + (-0x1) * v2 + (-0x1) * v4))	v2 + v4 + (v2 & v4 & (-0x1) + (-0x1) * v2 + (-0x1) * v4)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_2	15	14	(-0x1) * (0x2 * (v4 & v2 + v4) + (-0x2) * v4 + (-0x1) * v2 + v4 * v4)	v2 + 0x2 * v4 + (-0x2) * (v4 & v2 + v4) + (-0x1) * (v4 * v4)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_3	3	2	v4 & v4	v4
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_4	4	1	v4 & ~ v4	0x0
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_5	4	1	~ v4 & v4	0x0
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_6	7	5	(v2) + (v4) & v4	v4 & v2 + v4
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_7	3	2	v4 | v4	v4
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_8	29	24	~ (v2 + v4 + (-0x1) + (v2 & v4 & (-0x1) + (-0x1) * v2 + (-0x1) * v4)) + (0x2 * (v4 & v2 + v4) + (-0x2) * v4 + (-0x1) * v2 + v4 * v4)	0x2 * (v4 & v2 + v4) + (-0x3) * v4 + (-0x2) * v2 + (-0x1) * (v2 & v4) + (v2 & v4 & v2 + v4) + v4 * v4
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_9	9	8	(v2 & v4) + ((v2) + (v4))	(v2) + (v4) + (v2 & v4)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_10	7	5	(v2 | v4) + (v2 & v4)	(v2) + (v4)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_11	8	3	(~ v2 | v4) + (-0x1) * ~ v2	v2 & v4
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_12	14	10	((v2) + (v4) | v4) + (-0x1) * (v4 & v2 + v4)	v2 + 0x2 * v4 + (-0x2) * (v4 & v2 + v4)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_13	14	13	(v2 + v4 + (v2 & v4 & (-0x1) + (-0x1) * v2 + (-0x1) * v4)) + (-0x1)	v2 + v4 + (-0x1) + (v2 & v4 & (-0x1) + (-0x1) * v2 + (-0x1) * v4)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_14	16	15	(v2 + 0x2 * v4 + (-0x2) * (v4 & v2 + v4) + (-0x1) * (v4 * v4)) + (-0x1)	v2 + (-0x1) + 0x2 * v4 + (-0x2) * (v4 & v2 + v4) + (-0x1) * (v4 * v4)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_15	55	32	(0x1 + 0x2 * (v4 & v2 + v4) + (-0x3) * v4 + (-0x2) * v2 + (-0x1) * (v2 & v4) + (v2 & v4 & v2 + v4) + v4 * v4) + (v2 + v4 + (-0x1) + (v2 & v4 & (-0x1) + (-0x1) * v2 + (-0x1) * v4) | v2 + (-0x1) + 0x2 * v4 + (-0x2) * (v4 & v2 + v4) + (-0x1) * (v4 * v4))	(-0x1) + (-0x1) * (v2 + v4 + (-0x1) + (v2 & v4 & (-0x1) + (-0x1) * v2 + (-0x1) * v4) & v2 + (-0x1) + 0x2 * v4 + (-0x2) * (v4 & v2 + v4) + (-0x1) * (v4 * v4))
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_16	25	12	(0x1 + (v2) + (v4) + (v2 & v4)) + ((-0x1) * (v2 & v4) + (-0x1) | (-0x1) * ((v2) + (v4)) + (-0x1))	v2 + v4 + (v2 & v4 & (-0x1) + (-0x1) * v2 + (-0x1) * v4)
qsynth_ea.csv	134	structured_lemma_qsynth_ea_csv_134_17	17	14	((-0x1) + 0x2 * (v4 & v2 + v4) + (-0x2) * v4 + (-0x1) * v2 + v4 * v4) + 0x1	0x2 * (v4 & v2 + v4) + (-0x2) * v4 + (-0x1) * v2 + v4 * v4
